E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_29_476.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_29_476.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_29_476.jpg, 0, 0, 0, 7.858367E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_29_578.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_29_578.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_29_578.jpg, 0, 0, 0, 7.784711E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_29_679.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_29_679.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_29_679.jpg, 0, 0, 0, 7.811427E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_29_784.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_29_784.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_29_784.jpg, 0, 0, 0, 7.919182E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_29_887.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_29_887.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_29_887.jpg, 0, 0, 0, 7.774628E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_29_988.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_29_988.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_29_988.jpg, 0, 0, 0, 7.949022E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_091.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_091.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_091.jpg, 0, 0, 0, 7.798241E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_195.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_195.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_195.jpg, 0, 0, 0, 7.955628E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_298.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_298.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_298.jpg, 0, 0, 0, 7.836351E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_403.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_403.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_403.jpg, 0, 0, 0, 7.822868E-05
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_504.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_504.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_504.jpg, 0, 0.1218951, 0, 0.07499603
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_606.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_606.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_606.jpg, 0, 0.4196331, 0, 0.3614238
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_712.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_712.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_712.jpg, 0, 0.7164744, 0, 1.078096
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_814.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_814.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_814.jpg, 0, 1, 0, 2.376408
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_30_917.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_30_917.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_30_917.jpg, 0, 1, 0, 3.557434
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_020.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_020.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_020.jpg, -0.0351336, 1, 0, 4.729059
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_123.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_123.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_123.jpg, -0.3412689, 1, 0, 5.867383
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_227.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_227.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_227.jpg, -0.4133862, 1, 0, 6.97908
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_333.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_333.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_333.jpg, -0.1037724, 1, 0, 8.119037
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_433.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_433.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_433.jpg, 0, 1, 0, 9.459454
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_538.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_538.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_538.jpg, -0.2433357, 1, 0, 10.55749
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_643.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_643.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_643.jpg, -0.3227517, 1, 0, 11.70833
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_746.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_746.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_746.jpg, -0.01636322, 1, 0, 12.65006
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_848.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_848.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_848.jpg, 0, 1, 0, 13.79622
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_31_951.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_31_951.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_31_951.jpg, -0.3083268, 1, 0, 14.81536
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_32_058.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_32_058.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_32_058.jpg, -0.03331378, 1, 0, 16.12244
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_32_158.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_32_158.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_32_158.jpg, 0, 1, 0, 17.03331
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_32_260.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_32_260.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_32_260.jpg, -0.1324284, 1, 0, 18.22585
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_32_364.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_32_364.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_32_364.jpg, -0.4436316, 1, 0, 19.01776
E:\autonomusCar\DATA\IMG\center_2024_06_10_12_57_32_467.jpg, E:\autonomusCar\DATA\IMG\left_2024_06_10_12_57_32_467.jpg, E:\autonomusCar\DATA\IMG\right_2024_06_10_12_57_32_467.jpg, -0.1476894, 1, 0, 20.14477
